Date,Year,Month,Day
19781229,1978,December,29
19790102,1979,January,2
19790103,1979,January,3
19790104,1979,January,4
19790105,1979,January,5
19790108,1979,January,8
19790109,1979,January,9
19790110,1979,January,10
19790111,1979,January,11
19790112,1979,January,12
19790115,1979,January,15
19790116,1979,January,16
19790117,1979,January,17
19790118,1979,January,18
19790119,1979,January,19
19790122,1979,January,22
19790123,1979,January,23
19790124,1979,January,24
19790125,1979,January,25
19790126,1979,January,26
19790129,1979,January,29
19790130,1979,January,30
19790131,1979,January,31
19790201,1979,February,1
19790202,1979,February,2
19790205,1979,February,5
19790206,1979,February,6
19790207,1979,February,7
19790208,1979,February,8
19790209,1979,February,9
19790212,1979,February,12
19790213,1979,February,13
19790214,1979,February,14
19790215,1979,February,15
19790216,1979,February,16
19790220,1979,February,20
19790221,1979,February,21
19790222,1979,February,22
19790223,1979,February,23
19790226,1979,February,26
19790227,1979,February,27
19790228,1979,February,28
19790301,1979,March,1
19790302,1979,March,2
19790305,1979,March,5
19790306,1979,March,6
19790307,1979,March,7
19790308,1979,March,8
19790309,1979,March,9
19790312,1979,March,12
19790313,1979,March,13
19790314,1979,March,14
19790315,1979,March,15
19790316,1979,March,16
19790319,1979,March,19
19790320,1979,March,20
19790321,1979,March,21
19790322,1979,March,22
19790323,1979,March,23
19790326,1979,March,26
19790327,1979,March,27
19790328,1979,March,28
19790329,1979,March,29
19790330,1979,March,30
19790402,1979,April,2
19790403,1979,April,3
19790404,1979,April,4
19790405,1979,April,5
19790406,1979,April,6
19790409,1979,April,9
19790410,1979,April,10
19790411,1979,April,11
19790412,1979,April,12
19790416,1979,April,16
19790417,1979,April,17
19790418,1979,April,18
19790419,1979,April,19
19790420,1979,April,20
19790423,1979,April,23
19790424,1979,April,24
19790425,1979,April,25
19790426,1979,April,26
19790427,1979,April,27
19790430,1979,April,30
19790501,1979,May,1
19790502,1979,May,2
19790503,1979,May,3
19790504,1979,May,4
19790507,1979,May,7
19790508,1979,May,8
19790509,1979,May,9
19790510,1979,May,10
19790511,1979,May,11
19790514,1979,May,14
19790515,1979,May,15
19790516,1979,May,16
19790517,1979,May,17
19790518,1979,May,18
19790521,1979,May,21
19790522,1979,May,22
19790523,1979,May,23
19790524,1979,May,24
19790525,1979,May,25
19790529,1979,May,29
19790530,1979,May,30
19790531,1979,May,31
19790601,1979,June,1
19790604,1979,June,4
19790605,1979,June,5
19790606,1979,June,6
19790607,1979,June,7
19790608,1979,June,8
19790611,1979,June,11
19790612,1979,June,12
19790613,1979,June,13
19790614,1979,June,14
19790615,1979,June,15
19790618,1979,June,18
19790619,1979,June,19
19790620,1979,June,20
19790621,1979,June,21
19790622,1979,June,22
19790625,1979,June,25
19790626,1979,June,26
19790627,1979,June,27
19790628,1979,June,28
19790629,1979,June,29
19790702,1979,July,2
19790703,1979,July,3
19790705,1979,July,5
19790706,1979,July,6
19790709,1979,July,9
19790710,1979,July,10
19790711,1979,July,11
19790712,1979,July,12
19790713,1979,July,13
19790716,1979,July,16
19790717,1979,July,17
19790718,1979,July,18
19790719,1979,July,19
19790720,1979,July,20
19790723,1979,July,23
19790724,1979,July,24
19790725,1979,July,25
19790726,1979,July,26
19790727,1979,July,27
19790730,1979,July,30
19790731,1979,July,31
19790801,1979,August,1
19790802,1979,August,2
19790803,1979,August,3
19790806,1979,August,6
19790807,1979,August,7
19790808,1979,August,8
19790809,1979,August,9
19790810,1979,August,10
19790813,1979,August,13
19790814,1979,August,14
19790815,1979,August,15
19790816,1979,August,16
19790817,1979,August,17
19790820,1979,August,20
19790821,1979,August,21
19790822,1979,August,22
19790823,1979,August,23
19790824,1979,August,24
19790827,1979,August,27
19790828,1979,August,28
19790829,1979,August,29
19790830,1979,August,30
19790831,1979,August,31
19790904,1979,September,4
19790905,1979,September,5
19790906,1979,September,6
19790907,1979,September,7
19790910,1979,September,10
19790911,1979,September,11
19790912,1979,September,12
19790913,1979,September,13
19790914,1979,September,14
19790917,1979,September,17
19790918,1979,September,18
19790919,1979,September,19
19790920,1979,September,20
19790921,1979,September,21
19790924,1979,September,24
19790925,1979,September,25
19790926,1979,September,26
19790927,1979,September,27
19790928,1979,September,28
19791001,1979,October,1
19791002,1979,October,2
19791003,1979,October,3
19791004,1979,October,4
19791005,1979,October,5
19791008,1979,October,8
19791009,1979,October,9
19791010,1979,October,10
19791011,1979,October,11
19791012,1979,October,12
19791015,1979,October,15
19791016,1979,October,16
19791017,1979,October,17
19791018,1979,October,18
19791019,1979,October,19
19791022,1979,October,22
19791023,1979,October,23
19791024,1979,October,24
19791025,1979,October,25
19791026,1979,October,26
19791029,1979,October,29
19791030,1979,October,30
19791031,1979,October,31
19791101,1979,November,1
19791102,1979,November,2
19791105,1979,November,5
19791106,1979,November,6
19791107,1979,November,7
19791108,1979,November,8
19791109,1979,November,9
19791112,1979,November,12
19791113,1979,November,13
19791114,1979,November,14
19791115,1979,November,15
19791116,1979,November,16
19791119,1979,November,19
19791120,1979,November,20
19791121,1979,November,21
19791123,1979,November,23
19791126,1979,November,26
19791127,1979,November,27
19791128,1979,November,28
19791129,1979,November,29
19791130,1979,November,30
19791203,1979,December,3
19791204,1979,December,4
19791205,1979,December,5
19791206,1979,December,6
19791207,1979,December,7
19791210,1979,December,10
19791211,1979,December,11
19791212,1979,December,12
19791213,1979,December,13
19791214,1979,December,14
19791217,1979,December,17
19791218,1979,December,18
19791219,1979,December,19
19791220,1979,December,20
19791221,1979,December,21
19791224,1979,December,24
19791226,1979,December,26
19791227,1979,December,27
19791228,1979,December,28
19791231,1979,December,31
19800102,1980,January,2
19800103,1980,January,3
19800104,1980,January,4
19800107,1980,January,7
19800108,1980,January,8
19800109,1980,January,9
19800110,1980,January,10
19800111,1980,January,11
19800114,1980,January,14
19800115,1980,January,15
19800116,1980,January,16
19800117,1980,January,17
19800118,1980,January,18
19800121,1980,January,21
19800122,1980,January,22
19800123,1980,January,23
19800124,1980,January,24
19800125,1980,January,25
19800128,1980,January,28
19800129,1980,January,29
19800130,1980,January,30
19800131,1980,January,31
19800201,1980,February,1
19800204,1980,February,4
19800205,1980,February,5
19800206,1980,February,6
19800207,1980,February,7
19800208,1980,February,8
19800211,1980,February,11
19800212,1980,February,12
19800213,1980,February,13
19800214,1980,February,14
19800215,1980,February,15
19800219,1980,February,19
19800220,1980,February,20
19800221,1980,February,21
19800222,1980,February,22
19800225,1980,February,25
19800226,1980,February,26
19800227,1980,February,27
19800228,1980,February,28
19800229,1980,February,29
19800303,1980,March,3
19800304,1980,March,4
19800305,1980,March,5
19800306,1980,March,6
19800307,1980,March,7
19800310,1980,March,10
19800311,1980,March,11
19800312,1980,March,12
19800313,1980,March,13
19800314,1980,March,14
19800317,1980,March,17
19800318,1980,March,18
19800319,1980,March,19
19800320,1980,March,20
19800321,1980,March,21
19800324,1980,March,24
19800325,1980,March,25
19800326,1980,March,26
19800327,1980,March,27
19800328,1980,March,28
19800331,1980,March,31
19800401,1980,April,1
19800402,1980,April,2
19800403,1980,April,3
19800407,1980,April,7
19800408,1980,April,8
19800409,1980,April,9
19800410,1980,April,10
19800411,1980,April,11
19800414,1980,April,14
19800415,1980,April,15
19800416,1980,April,16
19800417,1980,April,17
19800418,1980,April,18
19800421,1980,April,21
19800422,1980,April,22
19800423,1980,April,23
19800424,1980,April,24
19800425,1980,April,25
19800428,1980,April,28
19800429,1980,April,29
19800430,1980,April,30
19800501,1980,May,1
19800502,1980,May,2
19800505,1980,May,5
19800506,1980,May,6
19800507,1980,May,7
19800508,1980,May,8
19800509,1980,May,9
19800512,1980,May,12
19800513,1980,May,13
19800514,1980,May,14
19800515,1980,May,15
19800516,1980,May,16
19800519,1980,May,19
19800520,1980,May,20
19800521,1980,May,21
19800522,1980,May,22
19800523,1980,May,23
19800527,1980,May,27
19800528,1980,May,28
19800529,1980,May,29
19800530,1980,May,30
19800602,1980,June,2
19800603,1980,June,3
19800604,1980,June,4
19800605,1980,June,5
19800606,1980,June,6
19800609,1980,June,9
19800610,1980,June,10
19800611,1980,June,11
19800612,1980,June,12
19800613,1980,June,13
19800616,1980,June,16
19800617,1980,June,17
19800618,1980,June,18
19800619,1980,June,19
19800620,1980,June,20
19800623,1980,June,23
19800624,1980,June,24
19800625,1980,June,25
19800626,1980,June,26
19800627,1980,June,27
19800630,1980,June,30
19800701,1980,July,1
19800702,1980,July,2
19800703,1980,July,3
19800707,1980,July,7
19800708,1980,July,8
19800709,1980,July,9
19800710,1980,July,10
19800711,1980,July,11
19800714,1980,July,14
19800715,1980,July,15
19800716,1980,July,16
19800717,1980,July,17
19800718,1980,July,18
19800721,1980,July,21
19800722,1980,July,22
19800723,1980,July,23
19800724,1980,July,24
19800725,1980,July,25
19800728,1980,July,28
19800729,1980,July,29
19800730,1980,July,30
19800731,1980,July,31
19800801,1980,August,1
19800804,1980,August,4
19800805,1980,August,5
19800806,1980,August,6
19800807,1980,August,7
19800808,1980,August,8
19800811,1980,August,11
19800812,1980,August,12
19800813,1980,August,13
19800814,1980,August,14
19800815,1980,August,15
19800818,1980,August,18
19800819,1980,August,19
19800820,1980,August,20
19800821,1980,August,21
19800822,1980,August,22
19800825,1980,August,25
19800826,1980,August,26
19800827,1980,August,27
19800828,1980,August,28
19800829,1980,August,29
19800902,1980,September,2
19800903,1980,September,3
19800904,1980,September,4
19800905,1980,September,5
19800908,1980,September,8
19800909,1980,September,9
19800910,1980,September,10
19800911,1980,September,11
19800912,1980,September,12
19800915,1980,September,15
19800916,1980,September,16
19800917,1980,September,17
19800918,1980,September,18
19800919,1980,September,19
19800922,1980,September,22
19800923,1980,September,23
19800924,1980,September,24
19800925,1980,September,25
19800926,1980,September,26
19800929,1980,September,29
19800930,1980,September,30
19801001,1980,October,1
19801002,1980,October,2
19801003,1980,October,3
19801006,1980,October,6
19801007,1980,October,7
19801008,1980,October,8
19801009,1980,October,9
19801010,1980,October,10
19801013,1980,October,13
19801014,1980,October,14
19801015,1980,October,15
19801016,1980,October,16
19801017,1980,October,17
19801020,1980,October,20
19801021,1980,October,21
19801022,1980,October,22
19801023,1980,October,23
19801024,1980,October,24
19801027,1980,October,27
19801028,1980,October,28
19801029,1980,October,29
19801030,1980,October,30
19801031,1980,October,31
19801103,1980,November,3
19801105,1980,November,5
19801106,1980,November,6
19801107,1980,November,7
19801110,1980,November,10
19801111,1980,November,11
19801112,1980,November,12
19801113,1980,November,13
19801114,1980,November,14
19801117,1980,November,17
19801118,1980,November,18
19801119,1980,November,19
19801120,1980,November,20
19801121,1980,November,21
19801124,1980,November,24
19801125,1980,November,25
19801126,1980,November,26
19801128,1980,November,28
19801201,1980,December,1
19801202,1980,December,2
19801203,1980,December,3
19801204,1980,December,4
19801205,1980,December,5
19801208,1980,December,8
19801209,1980,December,9
19801210,1980,December,10
19801211,1980,December,11
19801212,1980,December,12
19801215,1980,December,15
19801216,1980,December,16
19801217,1980,December,17
19801218,1980,December,18
19801219,1980,December,19
19801222,1980,December,22
19801223,1980,December,23
19801224,1980,December,24
19801226,1980,December,26
19801229,1980,December,29
19801230,1980,December,30
19801231,1980,December,31
19810102,1981,January,2
19810105,1981,January,5
19810106,1981,January,6
19810107,1981,January,7
19810108,1981,January,8
19810109,1981,January,9
19810112,1981,January,12
19810113,1981,January,13
19810114,1981,January,14
19810115,1981,January,15
19810116,1981,January,16
19810119,1981,January,19
19810120,1981,January,20
19810121,1981,January,21
19810122,1981,January,22
19810123,1981,January,23
19810126,1981,January,26
19810127,1981,January,27
19810128,1981,January,28
19810129,1981,January,29
19810130,1981,January,30
19810202,1981,February,2
19810203,1981,February,3
19810204,1981,February,4
19810205,1981,February,5
19810206,1981,February,6
19810209,1981,February,9
19810210,1981,February,10
19810211,1981,February,11
19810212,1981,February,12
19810213,1981,February,13
19810217,1981,February,17
19810218,1981,February,18
19810219,1981,February,19
19810220,1981,February,20
19810223,1981,February,23
19810224,1981,February,24
19810225,1981,February,25
19810226,1981,February,26
19810227,1981,February,27
19810302,1981,March,2
19810303,1981,March,3
19810304,1981,March,4
19810305,1981,March,5
19810306,1981,March,6
19810309,1981,March,9
19810310,1981,March,10
19810311,1981,March,11
19810312,1981,March,12
19810313,1981,March,13
19810316,1981,March,16
19810317,1981,March,17
19810318,1981,March,18
19810319,1981,March,19
19810320,1981,March,20
19810323,1981,March,23
19810324,1981,March,24
19810325,1981,March,25
19810326,1981,March,26
19810327,1981,March,27
19810330,1981,March,30
19810331,1981,March,31
19810401,1981,April,1
19810402,1981,April,2
19810403,1981,April,3
19810406,1981,April,6
19810407,1981,April,7
19810408,1981,April,8
19810409,1981,April,9
19810410,1981,April,10
19810413,1981,April,13
19810414,1981,April,14
19810415,1981,April,15
19810416,1981,April,16
19810420,1981,April,20
19810421,1981,April,21
19810422,1981,April,22
19810423,1981,April,23
19810424,1981,April,24
19810427,1981,April,27
19810428,1981,April,28
19810429,1981,April,29
19810430,1981,April,30
19810501,1981,May,1
19810504,1981,May,4
19810505,1981,May,5
19810506,1981,May,6
19810507,1981,May,7
19810508,1981,May,8
19810511,1981,May,11
19810512,1981,May,12
19810513,1981,May,13
19810514,1981,May,14
19810515,1981,May,15
19810518,1981,May,18
19810519,1981,May,19
19810520,1981,May,20
19810521,1981,May,21
19810522,1981,May,22
19810526,1981,May,26
19810527,1981,May,27
19810528,1981,May,28
19810529,1981,May,29
19810601,1981,June,1
19810602,1981,June,2
19810603,1981,June,3
19810604,1981,June,4
19810605,1981,June,5
19810608,1981,June,8
19810609,1981,June,9
19810610,1981,June,10
19810611,1981,June,11
19810612,1981,June,12
19810615,1981,June,15
19810616,1981,June,16
19810617,1981,June,17
19810618,1981,June,18
19810619,1981,June,19
19810622,1981,June,22
19810623,1981,June,23
19810624,1981,June,24
19810625,1981,June,25
19810626,1981,June,26
19810629,1981,June,29
19810630,1981,June,30
19810701,1981,July,1
19810702,1981,July,2
19810706,1981,July,6
19810707,1981,July,7
19810708,1981,July,8
19810709,1981,July,9
19810710,1981,July,10
19810713,1981,July,13
19810714,1981,July,14
19810715,1981,July,15
19810716,1981,July,16
19810717,1981,July,17
19810720,1981,July,20
19810721,1981,July,21
19810722,1981,July,22
19810723,1981,July,23
19810724,1981,July,24
19810727,1981,July,27
19810728,1981,July,28
19810729,1981,July,29
19810730,1981,July,30
19810731,1981,July,31
19810803,1981,August,3
19810804,1981,August,4
19810805,1981,August,5
19810806,1981,August,6
19810807,1981,August,7
19810810,1981,August,10
19810811,1981,August,11
19810812,1981,August,12
19810813,1981,August,13
19810814,1981,August,14
19810817,1981,August,17
19810818,1981,August,18
19810819,1981,August,19
19810820,1981,August,20
19810821,1981,August,21
19810824,1981,August,24
19810825,1981,August,25
19810826,1981,August,26
19810827,1981,August,27
19810828,1981,August,28
19810831,1981,August,31
19810901,1981,September,1
19810902,1981,September,2
19810903,1981,September,3
19810904,1981,September,4
19810908,1981,September,8
19810909,1981,September,9
19810910,1981,September,10
19810911,1981,September,11
19810914,1981,September,14
19810915,1981,September,15
19810916,1981,September,16
19810917,1981,September,17
19810918,1981,September,18
19810921,1981,September,21
19810922,1981,September,22
19810923,1981,September,23
19810924,1981,September,24
19810925,1981,September,25
19810928,1981,September,28
19810929,1981,September,29
19810930,1981,September,30
19811001,1981,October,1
19811002,1981,October,2
19811005,1981,October,5
19811006,1981,October,6
19811007,1981,October,7
19811008,1981,October,8
19811009,1981,October,9
19811012,1981,October,12
19811013,1981,October,13
19811014,1981,October,14
19811015,1981,October,15
19811016,1981,October,16
19811019,1981,October,19
19811020,1981,October,20
19811021,1981,October,21
19811022,1981,October,22
19811023,1981,October,23
19811026,1981,October,26
19811027,1981,October,27
19811028,1981,October,28
19811029,1981,October,29
19811030,1981,October,30
19811102,1981,November,2
19811103,1981,November,3
19811104,1981,November,4
19811105,1981,November,5
19811106,1981,November,6
19811109,1981,November,9
19811110,1981,November,10
19811111,1981,November,11
19811112,1981,November,12
19811113,1981,November,13
19811116,1981,November,16
19811117,1981,November,17
19811118,1981,November,18
19811119,1981,November,19
19811120,1981,November,20
19811123,1981,November,23
19811124,1981,November,24
19811125,1981,November,25
19811127,1981,November,27
19811130,1981,November,30
19811201,1981,December,1
19811202,1981,December,2
19811203,1981,December,3
19811204,1981,December,4
19811207,1981,December,7
19811208,1981,December,8
19811209,1981,December,9
19811210,1981,December,10
19811211,1981,December,11
19811214,1981,December,14
19811215,1981,December,15
19811216,1981,December,16
19811217,1981,December,17
19811218,1981,December,18
19811221,1981,December,21
19811222,1981,December,22
19811223,1981,December,23
19811224,1981,December,24
19811228,1981,December,28
19811229,1981,December,29
19811230,1981,December,30
19811231,1981,December,31
19820104,1982,January,4
19820105,1982,January,5
19820106,1982,January,6
19820107,1982,January,7
19820108,1982,January,8
19820111,1982,January,11
19820112,1982,January,12
19820113,1982,January,13
19820114,1982,January,14
19820115,1982,January,15
19820118,1982,January,18
19820119,1982,January,19
19820120,1982,January,20
19820121,1982,January,21
19820122,1982,January,22
19820125,1982,January,25
19820126,1982,January,26
19820127,1982,January,27
19820128,1982,January,28
19820129,1982,January,29
19820201,1982,February,1
19820202,1982,February,2
19820203,1982,February,3
19820204,1982,February,4
19820205,1982,February,5
19820208,1982,February,8
19820209,1982,February,9
19820210,1982,February,10
19820211,1982,February,11
19820212,1982,February,12
19820216,1982,February,16
19820217,1982,February,17
19820218,1982,February,18
19820219,1982,February,19
19820222,1982,February,22
19820223,1982,February,23
19820224,1982,February,24
19820225,1982,February,25
19820226,1982,February,26
19820301,1982,March,1
19820302,1982,March,2
19820303,1982,March,3
19820304,1982,March,4
19820305,1982,March,5
19820308,1982,March,8
19820309,1982,March,9
19820310,1982,March,10
19820311,1982,March,11
19820312,1982,March,12
19820315,1982,March,15
19820316,1982,March,16
19820317,1982,March,17
19820318,1982,March,18
19820319,1982,March,19
19820322,1982,March,22
19820323,1982,March,23
19820324,1982,March,24
19820325,1982,March,25
19820326,1982,March,26
19820329,1982,March,29
19820330,1982,March,30
19820331,1982,March,31
19820401,1982,April,1
19820402,1982,April,2
19820405,1982,April,5
19820406,1982,April,6
19820407,1982,April,7
19820408,1982,April,8
19820412,1982,April,12
19820413,1982,April,13
19820414,1982,April,14
19820415,1982,April,15
19820416,1982,April,16
19820419,1982,April,19
19820420,1982,April,20
19820421,1982,April,21
19820422,1982,April,22
19820423,1982,April,23
19820426,1982,April,26
19820427,1982,April,27
19820428,1982,April,28
19820429,1982,April,29
19820430,1982,April,30
19820503,1982,May,3
19820504,1982,May,4
19820505,1982,May,5
19820506,1982,May,6
19820507,1982,May,7
19820510,1982,May,10
19820511,1982,May,11
19820512,1982,May,12
19820513,1982,May,13
19820514,1982,May,14
19820517,1982,May,17
19820518,1982,May,18
19820519,1982,May,19
19820520,1982,May,20
19820521,1982,May,21
19820524,1982,May,24
19820525,1982,May,25
19820526,1982,May,26
19820527,1982,May,27
19820528,1982,May,28
19820601,1982,June,1
19820602,1982,June,2
19820603,1982,June,3
19820604,1982,June,4
19820607,1982,June,7
19820608,1982,June,8
19820609,1982,June,9
19820610,1982,June,10
19820611,1982,June,11
19820614,1982,June,14
19820615,1982,June,15
19820616,1982,June,16
19820617,1982,June,17
19820618,1982,June,18
19820621,1982,June,21
19820622,1982,June,22
19820623,1982,June,23
19820624,1982,June,24
19820625,1982,June,25
19820628,1982,June,28
19820629,1982,June,29
19820630,1982,June,30
19820701,1982,July,1
19820702,1982,July,2
19820706,1982,July,6
19820707,1982,July,7
19820708,1982,July,8
19820709,1982,July,9
19820712,1982,July,12
19820713,1982,July,13
19820714,1982,July,14
19820715,1982,July,15
19820716,1982,July,16
19820719,1982,July,19
19820720,1982,July,20
19820721,1982,July,21
19820722,1982,July,22
19820723,1982,July,23
19820726,1982,July,26
19820727,1982,July,27
19820728,1982,July,28
19820729,1982,July,29
19820730,1982,July,30
19820802,1982,August,2
19820803,1982,August,3
19820804,1982,August,4
19820805,1982,August,5
19820806,1982,August,6
19820809,1982,August,9
19820810,1982,August,10
19820811,1982,August,11
19820812,1982,August,12
19820813,1982,August,13
19820816,1982,August,16
19820817,1982,August,17
19820818,1982,August,18
19820819,1982,August,19
19820820,1982,August,20
19820823,1982,August,23
19820824,1982,August,24
19820825,1982,August,25
19820826,1982,August,26
19820827,1982,August,27
19820830,1982,August,30
19820831,1982,August,31
19820901,1982,September,1
19820902,1982,September,2
19820903,1982,September,3
19820907,1982,September,7
19820908,1982,September,8
19820909,1982,September,9
19820910,1982,September,10
19820913,1982,September,13
19820914,1982,September,14
19820915,1982,September,15
19820916,1982,September,16
19820917,1982,September,17
19820920,1982,September,20
19820921,1982,September,21
19820922,1982,September,22
19820923,1982,September,23
19820924,1982,September,24
19820927,1982,September,27
19820928,1982,September,28
19820929,1982,September,29
19820930,1982,September,30
19821001,1982,October,1
19821004,1982,October,4
19821005,1982,October,5
19821006,1982,October,6
19821007,1982,October,7
19821008,1982,October,8
19821011,1982,October,11
19821012,1982,October,12
19821013,1982,October,13
19821014,1982,October,14
19821015,1982,October,15
19821018,1982,October,18
19821019,1982,October,19
19821020,1982,October,20
19821021,1982,October,21
19821022,1982,October,22
19821025,1982,October,25
19821026,1982,October,26
19821027,1982,October,27
19821028,1982,October,28
19821029,1982,October,29
19821101,1982,November,1
19821102,1982,November,2
19821103,1982,November,3
19821104,1982,November,4
19821105,1982,November,5
19821108,1982,November,8
19821109,1982,November,9
19821110,1982,November,10
19821111,1982,November,11
19821112,1982,November,12
19821115,1982,November,15
19821116,1982,November,16
19821117,1982,November,17
19821118,1982,November,18
19821119,1982,November,19
19821122,1982,November,22
19821123,1982,November,23
19821124,1982,November,24
19821126,1982,November,26
19821129,1982,November,29
19821130,1982,November,30
19821201,1982,December,1
19821202,1982,December,2
19821203,1982,December,3
19821206,1982,December,6
19821207,1982,December,7
19821208,1982,December,8
19821209,1982,December,9
19821210,1982,December,10
19821213,1982,December,13
19821214,1982,December,14
19821215,1982,December,15
19821216,1982,December,16
19821217,1982,December,17
19821220,1982,December,20
19821221,1982,December,21
19821222,1982,December,22
19821223,1982,December,23
19821227,1982,December,27
19821228,1982,December,28
19821229,1982,December,29
19821230,1982,December,30
19821231,1982,December,31
19830103,1983,January,3
19830104,1983,January,4
19830105,1983,January,5
19830106,1983,January,6
19830107,1983,January,7
19830110,1983,January,10
19830111,1983,January,11
19830112,1983,January,12
19830113,1983,January,13
19830114,1983,January,14
19830117,1983,January,17
19830118,1983,January,18
19830119,1983,January,19
19830120,1983,January,20
19830121,1983,January,21
19830124,1983,January,24
19830125,1983,January,25
19830126,1983,January,26
19830127,1983,January,27
19830128,1983,January,28
19830131,1983,January,31
19830201,1983,February,1
19830202,1983,February,2
19830203,1983,February,3
19830204,1983,February,4
19830207,1983,February,7
19830208,1983,February,8
19830209,1983,February,9
19830210,1983,February,10
19830211,1983,February,11
19830214,1983,February,14
19830215,1983,February,15
19830216,1983,February,16
19830217,1983,February,17
19830218,1983,February,18
19830222,1983,February,22
19830223,1983,February,23
19830224,1983,February,24
19830225,1983,February,25
19830228,1983,February,28
19830301,1983,March,1
19830302,1983,March,2
19830303,1983,March,3
19830304,1983,March,4
19830307,1983,March,7
19830308,1983,March,8
19830309,1983,March,9
19830310,1983,March,10
19830311,1983,March,11
19830314,1983,March,14
19830315,1983,March,15
19830316,1983,March,16
19830317,1983,March,17
19830318,1983,March,18
19830321,1983,March,21
19830322,1983,March,22
19830323,1983,March,23
19830324,1983,March,24
19830325,1983,March,25
19830328,1983,March,28
19830329,1983,March,29
19830330,1983,March,30
19830331,1983,March,31
19830404,1983,April,4
19830405,1983,April,5
19830406,1983,April,6
19830407,1983,April,7
19830408,1983,April,8
19830411,1983,April,11
19830412,1983,April,12
19830413,1983,April,13
19830414,1983,April,14
19830415,1983,April,15
19830418,1983,April,18
19830419,1983,April,19
19830420,1983,April,20
19830421,1983,April,21
19830422,1983,April,22
19830425,1983,April,25
19830426,1983,April,26
19830427,1983,April,27
19830428,1983,April,28
19830429,1983,April,29
19830502,1983,May,2
19830503,1983,May,3
19830504,1983,May,4
19830505,1983,May,5
19830506,1983,May,6
19830509,1983,May,9
19830510,1983,May,10
19830511,1983,May,11
19830512,1983,May,12
19830513,1983,May,13
19830516,1983,May,16
19830517,1983,May,17
19830518,1983,May,18
19830519,1983,May,19
19830520,1983,May,20
19830523,1983,May,23
19830524,1983,May,24
19830525,1983,May,25
19830526,1983,May,26
19830527,1983,May,27
19830531,1983,May,31
19830601,1983,June,1
19830602,1983,June,2
19830603,1983,June,3
19830606,1983,June,6
19830607,1983,June,7
19830608,1983,June,8
19830609,1983,June,9
19830610,1983,June,10
19830613,1983,June,13
19830614,1983,June,14
19830615,1983,June,15
19830616,1983,June,16
19830617,1983,June,17
19830620,1983,June,20
19830621,1983,June,21
19830622,1983,June,22
19830623,1983,June,23
19830624,1983,June,24
19830627,1983,June,27
19830628,1983,June,28
19830629,1983,June,29
19830630,1983,June,30
19830701,1983,July,1
19830705,1983,July,5
19830706,1983,July,6
19830707,1983,July,7
19830708,1983,July,8
19830711,1983,July,11
19830712,1983,July,12
19830713,1983,July,13
19830714,1983,July,14
19830715,1983,July,15
19830718,1983,July,18
19830719,1983,July,19
19830720,1983,July,20
19830721,1983,July,21
19830722,1983,July,22
19830725,1983,July,25
19830726,1983,July,26
19830727,1983,July,27
19830728,1983,July,28
19830729,1983,July,29
19830801,1983,August,1
19830802,1983,August,2
19830803,1983,August,3
19830804,1983,August,4
19830805,1983,August,5
19830808,1983,August,8
19830809,1983,August,9
19830810,1983,August,10
19830811,1983,August,11
19830812,1983,August,12
19830815,1983,August,15
19830816,1983,August,16
19830817,1983,August,17
19830818,1983,August,18
19830819,1983,August,19
19830822,1983,August,22
19830823,1983,August,23
19830824,1983,August,24
19830825,1983,August,25
19830826,1983,August,26
19830829,1983,August,29
19830830,1983,August,30
19830831,1983,August,31
19830901,1983,September,1
19830902,1983,September,2
19830906,1983,September,6
19830907,1983,September,7
19830908,1983,September,8
19830909,1983,September,9
19830912,1983,September,12
19830913,1983,September,13
19830914,1983,September,14
19830915,1983,September,15
19830916,1983,September,16
19830919,1983,September,19
19830920,1983,September,20
19830921,1983,September,21
19830922,1983,September,22
19830923,1983,September,23
19830926,1983,September,26
19830927,1983,September,27
19830928,1983,September,28
19830929,1983,September,29
19830930,1983,September,30
19831003,1983,October,3
19831004,1983,October,4
19831005,1983,October,5
19831006,1983,October,6
19831007,1983,October,7
19831010,1983,October,10
19831011,1983,October,11
19831012,1983,October,12
19831013,1983,October,13
19831014,1983,October,14
19831017,1983,October,17
19831018,1983,October,18
19831019,1983,October,19
19831020,1983,October,20
19831021,1983,October,21
19831024,1983,October,24
19831025,1983,October,25
19831026,1983,October,26
19831027,1983,October,27
19831028,1983,October,28
19831031,1983,October,31
19831101,1983,November,1
19831102,1983,November,2
19831103,1983,November,3
19831104,1983,November,4
19831107,1983,November,7
19831108,1983,November,8
19831109,1983,November,9
19831110,1983,November,10
19831111,1983,November,11
19831114,1983,November,14
19831115,1983,November,15
19831116,1983,November,16
19831117,1983,November,17
19831118,1983,November,18
19831121,1983,November,21
19831122,1983,November,22
19831123,1983,November,23
19831125,1983,November,25
19831128,1983,November,28
19831129,1983,November,29
19831130,1983,November,30
19831201,1983,December,1
19831202,1983,December,2
19831205,1983,December,5
19831206,1983,December,6
19831207,1983,December,7
19831208,1983,December,8
19831209,1983,December,9
19831212,1983,December,12
19831213,1983,December,13
19831214,1983,December,14
19831215,1983,December,15
19831216,1983,December,16
19831219,1983,December,19
19831220,1983,December,20
19831221,1983,December,21
19831222,1983,December,22
19831223,1983,December,23
19831227,1983,December,27
19831228,1983,December,28
19831229,1983,December,29
19831230,1983,December,30
19840103,1984,January,3
19840104,1984,January,4
19840105,1984,January,5
19840106,1984,January,6
19840109,1984,January,9
